SaleID,Date,VehicleID,DealershipID,CustomerID,Salesperson,SalePrice,Discount,FinanceType,WarrantySold,TradeInFlag,LeadSource
500956,2025-08-08,204516,1015,300774,C. White,32571.36,2339.3,Bank Loan,True,True,Campaign
500957,2025-05-28,201226,1024,306588,S. Kumar,23493.93,2676.17,Lease,False,False,Call Centre
500958,2026-02-19,201513,1030,302575,S. Kumar,31959.52,179.43,Cash,False,True,Call Centre
500959,2024-04-26,201182,1013,305586,D. Patel,43603.71,742.76,Lease,False,False,Website
500960,2025-06-29,205395,1011,306760,J. Smith,42043.23,3101.37,Manufacturer Finance,True,False,Walk-in
500961,2024-07-09,204273,1013,302030,K. Johnson,47690.3,1781.5,Lease,False,True,Referral
500962,2024-02-03,202150,1008,302750,D. Patel,40843.98,4162.17,Lease,True,True,Website
500963,2024-05-21,202848,1014,302938,M. Wilson,21227.53,436.32,Manufacturer Finance,False,False,Website
500964,2025-06-28,205411,1041,302555,P. Clark,57072.88,3023.71,Lease,True,True,Walk-in
500965,2025-07-13,205908,1005,303891,L. Taylor,28285.11,3413.17,Lease,True,True,Walk-in
500966,2025-05-18,205331,1023,306590,S. Kumar,33290.37,2551.43,Manufacturer Finance,False,False,Walk-in
500967,2025-01-15,202580,1027,302679,P. Clark,20302.7,1751.96,Cash,False,False,Call Centre
500968,2024-05-19,203950,1035,300558,D. Patel,46365.74,271.07,Cash,True,False,Walk-in
500969,2024-03-24,206040,1029,304101,K. Johnson,47908.26,3544.28,Bank Loan,True,False,Walk-in
500970,2025-05-17,202620,1020,302421,S. Kumar,50579.13,2019.59,Manufacturer Finance,True,False,Marketplace
500971,2024-06-28,204900,1019,301431,D. Patel,38210.06,2690.99,Bank Loan,True,False,Referral
500972,2024-06-29,205131,1005,303565,S. Kumar,48851.23,5038.79,Manufacturer Finance,False,False,Referral
500973,2025-08-20,205849,1021,304670,A. Brown,54993.21,6275.95,Bank Loan,True,False,Marketplace
500974,2025-01-05,203310,1009,302191,L. Taylor,30000.42,556.3,Cash,False,False,Referral
500975,2025-07-01,200677,1020,302331,C. White,44671.38,2322.03,Cash,True,False,Website
500976,2024-04-24,200587,1042,304559,H. Martin,26367.04,1951.56,Cash,True,False,Call Centre
500977,2024-08-30,202133,1029,304175,A. Brown,29635.42,3692.34,Cash,True,False,Campaign
500978,2025-04-24,201806,1045,303863,P. Clark,57514.74,3054.69,Bank Loan,True,False,Referral
500979,2026-01-29,205461,1034,303299,J. Smith,60096.34,4134.84,Manufacturer Finance,True,False,Walk-in
500980,2025-03-13,205526,1028,301952,J. Smith,33838.72,1650.86,Bank Loan,True,False,Website
500981,2025-12-10,206176,1023,306071,A. Brown,22903.96,479.92,Manufacturer Finance,False,False,Marketplace
500982,2024-09-14,206360,1020,300299,S. Kumar,36081.89,596.91,Bank Loan,True,False,Campaign
500983,2024-08-10,201500,1017,300919,L. Taylor,43074.38,377.49,Manufacturer Finance,False,False,Walk-in
500984,2024-03-16,205154,1007,306860,H. Martin,54912.1,3778.04,Manufacturer Finance,True,True,Walk-in
500985,2026-02-10,200009,1001,304289,M. Wilson,35879.73,192.96,Bank Loan,False,True,Walk-in
500986,2024-01-19,204161,1022,300525,P. Clark,53217.19,6639.52,Bank Loan,False,False,Website
500987,2026-02-21,203479,1003,301598,R. Singh,51242.55,6954.18,Bank Loan,True,False,Website
500988,2025-02-14,200335,1017,303508,J. Smith,43315.31,5552.28,Lease,True,False,Website
500989,2024-12-13,204782,1013,302850,L. Taylor,48868.61,5654.24,Lease,False,False,Website
500990,2025-01-03,202923,1038,303009,L. Taylor,22900.21,852.05,Bank Loan,False,True,Website
500991,2026-01-17,204662,1023,304344,K. Johnson,33912.7,2818.18,Lease,True,False,Campaign
500992,2024-06-27,200550,1020,303223,J. Smith,26760.08,2220.86,Manufacturer Finance,True,False,Website
500993,2024-08-20,205203,1015,306159,H. Martin,63063.99,5401.48,Manufacturer Finance,True,False,Campaign
500994,2025-04-11,200743,1015,302039,C. White,30314.78,3620.77,Bank Loan,True,False,Website
500995,2024-10-14,201109,1012,305681,A. Brown,40478.21,3459.01,Bank Loan,True,False,Website
500996,2024-12-17,202253,1033,305688,K. Johnson,62813.57,872.29,Bank Loan,True,False,Website
500997,2024-09-17,205221,1006,300107,M. Wilson,25372.71,1318.1,Bank Loan,False,False,Walk-in
500998,2024-10-11,203493,1046,304999,C. White,21407.09,505.49,Bank Loan,True,False,Walk-in
500999,2025-04-21,200692,1006,301819,M. Wilson,41311.57,2149.89,Manufacturer Finance,True,True,Walk-in
501000,2024-09-08,203461,1009,302914,D. Patel,40799.26,2581.79,Bank Loan,True,True,Referral
501001,2025-06-26,205000,1033,302112,D. Patel,35247.67,3505.1,Cash,False,False,Walk-in
501002,2024-06-29,205121,1026,304362,R. Singh,56231.92,2363.85,Cash,False,False,Call Centre
501003,2025-08-21,203867,1038,302714,R. Singh,39310.49,1852.65,Bank Loan,True,False,Walk-in
501004,2024-11-13,201554,1025,301690,M. Wilson,30000.02,1762.45,Bank Loan,True,False,Website
501005,2025-08-30,200427,1036,306263,H. Martin,37792.03,2209.46,Bank Loan,True,False,Walk-in
501006,2026-02-27,200653,1001,304022,H. Martin,32376.04,2502.0,Manufacturer Finance,True,False,Marketplace
501007,2024-11-18,200034,1038,305732,P. Clark,58879.08,1717.63,Bank Loan,False,True,Website
501008,2025-11-26,202389,1020,306763,A. Brown,25939.11,1440.69,Bank Loan,True,False,Referral
501009,2024-02-09,203435,1018,306510,M. Wilson,35944.94,3531.85,Cash,True,False,Website
501010,2024-07-18,200045,1027,303908,H. Martin,34646.45,2619.46,Bank Loan,False,False,Referral
501011,2026-01-10,201102,1029,303850,P. Clark,58800.6,729.22,Cash,True,False,Marketplace
501012,2024-02-22,204095,1038,306864,N. Lee,22615.34,2552.23,Lease,False,False,Campaign
501013,2025-01-10,203350,1028,303160,K. Johnson,35956.52,492.43,Manufacturer Finance,True,True,Call Centre
501014,2026-02-23,200965,1022,302666,L. Taylor,36070.16,805.59,Bank Loan,False,True,Campaign
501015,2024-10-08,201766,1009,302244,R. Singh,20216.68,1196.09,Lease,True,False,Campaign
501016,2024-02-06,201075,1031,304170,P. Clark,38271.82,168.27,Bank Loan,True,False,Call Centre
501017,2024-08-16,201555,1044,305990,P. Clark,45788.42,5924.18,Lease,True,False,Website
501018,2024-07-08,205844,1009,301947,D. Patel,38834.41,4385.82,Cash,True,False,Website
501019,2024-11-11,205607,1044,300124,D. Patel,47721.4,5987.91,Lease,True,False,Campaign
501020,2025-04-24,204206,1025,304797,A. Brown,39635.89,3695.31,Manufacturer Finance,False,False,Walk-in
501021,2025-09-29,203890,1017,300604,N. Lee,43953.81,1697.4,Manufacturer Finance,True,False,Campaign
501022,2024-10-26,203613,1018,306207,R. Singh,51457.0,4100.57,Lease,True,False,Website
501023,2025-02-25,204379,1031,305765,C. White,46412.84,2072.36,Cash,True,False,Website
501024,2024-11-26,203278,1012,305795,S. Kumar,51805.49,3632.02,Cash,False,False,Call Centre
501025,2024-11-13,204831,1042,303887,S. Kumar,34814.24,2428.03,Cash,False,True,Website
501026,2024-09-01,203835,1045,306114,K. Johnson,30021.32,1160.27,Bank Loan,True,False,Walk-in
501027,2024-09-08,201872,1026,306889,J. Smith,46088.01,3688.37,Manufacturer Finance,False,False,Referral
501028,2025-02-12,203414,1015,302733,J. Smith,28060.99,3060.62,Manufacturer Finance,True,False,Campaign
501029,2025-10-23,200064,1012,304007,R. Singh,37936.24,4765.38,Bank Loan,True,False,Referral
501030,2024-01-26,202273,1027,305776,J. Smith,57239.14,2919.87,Lease,False,True,Website
501031,2025-11-01,205367,1031,305558,M. Wilson,34414.54,651.37,Manufacturer Finance,True,False,Website
501032,2025-09-22,200228,1011,301448,K. Johnson,57497.53,3198.57,Cash,True,False,Call Centre
501033,2025-05-28,203579,1021,303538,J. Smith,25416.3,178.91,Manufacturer Finance,True,False,Walk-in
501034,2024-05-14,202604,1019,305763,K. Johnson,28292.25,3272.72,Manufacturer Finance,True,False,Website
501035,2024-03-11,200970,1044,302344,D. Patel,32177.19,3466.05,Cash,False,False,Walk-in
501036,2024-05-26,205476,1008,303192,D. Patel,33137.47,2712.77,Manufacturer Finance,True,False,Call Centre
501037,2025-05-10,201447,1002,302079,M. Wilson,33410.77,2621.95,Bank Loan,True,False,Call Centre
501038,2025-03-18,201567,1011,305685,L. Taylor,42467.3,1892.45,Bank Loan,True,False,Referral
501039,2025-01-19,205857,1003,300899,D. Patel,42045.08,4250.04,Bank Loan,True,False,Website
501040,2024-08-15,201372,1043,306822,H. Martin,40586.86,2179.71,Bank Loan,True,True,Marketplace
501041,2024-04-22,203383,1026,306031,H. Martin,58427.46,6822.14,Bank Loan,True,False,Website
501042,2024-05-29,201887,1010,301055,N. Lee,40141.1,2279.73,Lease,True,True,Walk-in
501043,2024-10-11,205048,1043,306889,S. Kumar,40538.94,4432.97,Manufacturer Finance,True,False,Call Centre
501044,2025-09-06,202595,1012,301972,N. Lee,54883.43,5810.51,Manufacturer Finance,True,False,Walk-in
501045,2024-08-21,202200,1045,301652,M. Wilson,36236.82,4162.62,Lease,False,False,Call Centre
501046,2025-09-01,202524,1018,301410,H. Martin,40297.41,3492.88,Cash,True,True,Call Centre
501047,2025-12-05,203600,1003,305857,N. Lee,36328.12,3135.27,Cash,True,False,Campaign
501048,2024-06-12,203871,1007,301922,R. Singh,63505.88,208.48,Bank Loan,False,False,Call Centre
501049,2025-12-23,204191,1046,306943,S. Kumar,29434.41,1256.54,Manufacturer Finance,False,False,Referral
501050,2024-05-11,202111,1015,302864,D. Patel,42780.5,4961.6,Cash,True,False,Website
501051,2024-02-04,206041,1013,302007,J. Smith,48031.16,1081.88,Cash,True,True,Marketplace
501052,2024-02-09,202795,1041,302504,K. Johnson,43591.08,926.34,Bank Loan,False,False,Marketplace
501053,2024-03-13,204208,1019,306277,P. Clark,24910.69,1059.61,Cash,True,False,Call Centre
501054,2024-01-17,205442,1001,304243,J. Smith,65498.27,3781.59,Cash,False,True,Website
501055,2024-04-05,204056,1016,305986,R. Singh,34177.26,2601.17,Cash,True,False,Referral
501056,2025-07-12,201224,1019,300257,N. Lee,59608.0,1953.91,Cash,False,False,Walk-in
501057,2024-08-05,204775,1028,304120,A. Brown,55539.24,4038.39,Lease,False,False,Call Centre
501058,2026-01-02,205361,1010,301981,K. Johnson,56957.52,4645.77,Lease,False,False,Campaign
501059,2025-09-29,201512,1002,304012,M. Wilson,23196.46,2112.92,Manufacturer Finance,False,False,Website
501060,2025-11-27,200642,1034,303985,L. Taylor,45746.92,4539.41,Manufacturer Finance,False,False,Website
501061,2025-12-23,203337,1022,304248,C. White,33537.17,2556.86,Bank Loan,True,False,Campaign
501062,2024-08-02,202681,1037,303442,K. Johnson,32581.74,584.32,Lease,True,False,Campaign
501063,2024-03-02,200298,1045,301035,A. Brown,50122.01,3885.19,Manufacturer Finance,True,True,Website
501064,2024-12-28,200304,1031,303037,N. Lee,32492.07,1181.47,Lease,True,False,Website
501065,2025-01-08,201941,1046,300526,S. Kumar,23190.75,2760.06,Bank Loan,True,False,Website
501066,2025-11-10,205964,1031,300156,R. Singh,64119.46,2651.59,Cash,True,False,Walk-in
501067,2025-05-05,202670,1036,302267,R. Singh,32656.82,578.35,Bank Loan,True,False,Referral
501068,2025-08-01,202025,1032,306561,S. Kumar,26889.75,2497.88,Bank Loan,True,False,Campaign
501069,2025-12-24,204126,1039,303608,A. Brown,23314.85,2800.2,Bank Loan,False,False,Walk-in
501070,2026-02-19,200656,1032,300214,R. Singh,53334.25,2425.96,Cash,False,False,Call Centre
501071,2024-11-18,201175,1024,300854,J. Smith,25356.21,2950.92,Manufacturer Finance,True,True,Campaign
501072,2024-08-11,203594,1029,303642,S. Kumar,33549.65,3073.36,Lease,False,False,Referral
501073,2025-08-31,205514,1039,302461,C. White,29606.36,496.33,Bank Loan,True,False,Marketplace
501074,2024-05-25,200241,1045,302954,M. Wilson,29835.43,2089.24,Manufacturer Finance,True,True,Campaign
501075,2025-09-23,200784,1011,306026,R. Singh,56475.96,3586.01,Manufacturer Finance,True,False,Walk-in
501076,2025-02-17,201019,1017,304414,J. Smith,41745.0,921.1,Lease,True,True,Referral
501077,2025-10-18,203816,1026,304065,M. Wilson,57164.89,446.82,Manufacturer Finance,False,True,Marketplace
501078,2024-11-23,200978,1041,303892,D. Patel,42469.76,2904.54,Lease,True,False,Walk-in
501079,2024-05-26,201673,1019,306624,H. Martin,20697.78,1697.31,Bank Loan,True,False,Walk-in
501080,2024-12-21,202186,1031,304192,L. Taylor,43200.07,5599.21,Bank Loan,True,False,Walk-in
501081,2025-04-26,201264,1004,302185,K. Johnson,39084.97,1735.81,Lease,False,False,Call Centre
501082,2025-10-31,200258,1017,305359,C. White,34003.8,3238.51,Bank Loan,True,False,Marketplace
501083,2025-06-13,200894,1020,302454,L. Taylor,51097.6,1423.03,Lease,False,False,Call Centre
501084,2024-04-09,206306,1046,303955,D. Patel,36632.93,459.99,Bank Loan,True,False,Marketplace
501085,2024-02-11,203520,1031,306733,K. Johnson,43291.27,5471.49,Lease,True,False,Campaign
501086,2024-11-18,204935,1040,306077,C. White,42712.46,2937.15,Bank Loan,True,True,Call Centre
501087,2025-05-25,201243,1019,306278,K. Johnson,20338.42,138.46,Lease,True,False,Walk-in
501088,2025-09-23,206184,1037,300776,R. Singh,43252.83,2702.39,Bank Loan,False,False,Call Centre
501089,2024-03-21,206250,1026,305524,N. Lee,49420.28,3868.5,Bank Loan,False,False,Walk-in
501090,2026-03-09,204958,1011,302885,S. Kumar,28646.93,3159.88,Lease,True,False,Referral
501091,2024-10-06,201748,1011,304959,H. Martin,31996.58,4131.58,Manufacturer Finance,True,False,Website
501092,2024-04-28,202657,1017,300292,J. Smith,25489.78,2636.28,Bank Loan,True,False,Referral
501093,2026-03-10,203784,1043,305085,J. Smith,51023.42,6041.94,Bank Loan,True,False,Walk-in
501094,2025-05-16,204295,1032,303818,A. Brown,46274.88,5068.58,Manufacturer Finance,False,False,Website
501095,2024-11-30,201434,1037,301055,R. Singh,66724.94,3997.33,Bank Loan,True,False,Walk-in
501096,2024-02-04,204885,1001,302120,K. Johnson,15309.95,1828.74,Manufacturer Finance,True,False,Website
501097,2024-07-04,202896,1044,300920,S. Kumar,35922.25,275.46,Bank Loan,True,False,Referral
501098,2024-01-22,202527,1002,303644,K. Johnson,45926.74,2362.24,Lease,True,False,Walk-in
501099,2024-09-24,203648,1029,304490,D. Patel,30904.44,1815.08,Manufacturer Finance,False,False,Website
501100,2024-05-03,203723,1026,304131,M. Wilson,43384.63,965.79,Lease,False,False,Referral
501101,2025-12-04,203460,1038,303809,A. Brown,23836.2,3061.01,Lease,True,True,Call Centre
501102,2025-01-22,205340,1008,303236,K. Johnson,61929.27,253.14,Manufacturer Finance,False,False,Website
501103,2024-04-24,204072,1046,305738,K. Johnson,58001.85,5407.73,Lease,False,False,Call Centre
501104,2024-08-16,202522,1012,302858,S. Kumar,33286.9,804.41,Lease,True,True,Website
501105,2025-10-06,201093,1018,303174,M. Wilson,17675.98,1957.43,Cash,True,False,Referral
501106,2025-10-23,200125,1034,304500,R. Singh,63802.72,1966.89,Cash,True,False,Walk-in
501107,2026-01-02,204113,1025,305490,P. Clark,43968.28,1364.71,Manufacturer Finance,True,False,Website
501108,2024-03-14,202782,1025,301769,M. Wilson,66143.07,2995.14,Lease,True,False,Website
501109,2024-05-03,203803,1041,303721,A. Brown,44284.13,4625.36,Lease,True,False,Campaign
501110,2025-09-27,202088,1005,305329,P. Clark,25268.19,2945.94,Bank Loan,True,False,Referral
501111,2024-04-18,205906,1040,302334,C. White,41150.98,3599.4,Bank Loan,True,False,Campaign
501112,2024-10-03,205520,1044,306412,C. White,36837.83,4625.41,Bank Loan,True,True,Marketplace
501113,2025-06-17,200599,1013,303431,M. Wilson,45178.08,3277.43,Lease,True,True,Marketplace
501114,2024-09-10,200076,1015,306615,N. Lee,29622.81,2087.8,Lease,False,True,Walk-in
501115,2025-06-15,202304,1019,304073,M. Wilson,57117.67,4198.52,Lease,True,False,Referral
501116,2026-02-06,206319,1039,300426,L. Taylor,28105.93,586.77,Lease,False,False,Walk-in
501117,2025-03-18,201729,1017,300040,L. Taylor,37908.91,244.38,Manufacturer Finance,False,False,Walk-in
501118,2025-08-15,205438,1024,304997,D. Patel,61887.59,6425.65,Bank Loan,True,False,Referral
501119,2026-02-24,203348,1045,303235,R. Singh,31467.67,1901.03,Manufacturer Finance,False,True,Walk-in
501120,2026-02-16,200150,1031,306615,H. Martin,34369.4,4444.57,Bank Loan,True,False,Campaign
501121,2025-04-15,200454,1005,301124,K. Johnson,31589.44,3844.42,Manufacturer Finance,True,False,Walk-in
501122,2025-06-02,206262,1013,301447,L. Taylor,27997.45,2227.16,Cash,False,False,Walk-in
501123,2026-01-07,204026,1039,301294,J. Smith,47242.3,3287.68,Bank Loan,False,False,Website
501124,2024-09-06,203602,1024,302358,H. Martin,51913.75,747.58,Lease,False,False,Website
501125,2024-08-02,200809,1005,304030,A. Brown,26156.48,1268.77,Lease,False,True,Website
501126,2024-08-21,203510,1038,300138,H. Martin,43487.25,1898.23,Lease,False,False,Website
501127,2025-04-18,204632,1044,306959,H. Martin,20603.28,1301.56,Bank Loan,False,False,Walk-in
501128,2024-12-13,201120,1004,305584,M. Wilson,33151.58,3023.04,Cash,False,False,Website
501129,2024-03-28,200811,1002,306533,M. Wilson,39632.64,2053.65,Lease,True,False,Website
501130,2025-04-18,201130,1021,300744,J. Smith,22538.0,108.63,Manufacturer Finance,False,False,Website
501131,2025-05-21,200835,1043,305085,N. Lee,60351.78,2605.54,Bank Loan,False,False,Campaign
501132,2024-10-10,201607,1041,304246,S. Kumar,42262.35,613.38,Bank Loan,False,False,Walk-in
501133,2024-02-17,204989,1012,303586,P. Clark,46354.12,3173.08,Lease,False,False,Walk-in
501134,2025-08-08,206216,1042,304102,H. Martin,62366.94,5850.65,Lease,True,False,Campaign
501135,2025-07-13,201394,1036,304841,L. Taylor,50820.42,5380.8,Bank Loan,True,False,Walk-in
501136,2024-08-17,201407,1030,305078,M. Wilson,23732.2,1139.2,Lease,False,False,Website
501137,2025-06-08,201468,1014,302859,S. Kumar,46913.28,5832.67,Manufacturer Finance,True,True,Campaign
501138,2025-10-29,206044,1035,305646,C. White,16392.01,1611.44,Bank Loan,True,True,Campaign
501139,2024-10-26,203951,1002,304635,P. Clark,27199.45,3616.97,Manufacturer Finance,True,False,Campaign
501140,2024-01-14,204538,1025,305421,C. White,33810.08,1405.31,Bank Loan,True,False,Website
501141,2024-04-28,203321,1030,303316,R. Singh,41845.71,5220.16,Manufacturer Finance,True,False,Campaign
501142,2024-10-07,201028,1038,306810,L. Taylor,59385.17,72.6,Bank Loan,True,False,Website
501143,2025-07-17,203488,1018,305236,J. Smith,61016.92,5106.86,Bank Loan,True,True,Referral
501144,2026-01-20,201670,1033,301604,P. Clark,51407.33,730.55,Bank Loan,False,False,Walk-in
501145,2025-10-30,200350,1024,306377,J. Smith,38591.86,3666.44,Cash,False,True,Campaign
501146,2024-05-04,201617,1014,300258,P. Clark,30944.29,2159.56,Bank Loan,False,False,Website
501147,2024-09-22,204481,1044,302301,D. Patel,42008.69,2858.2,Manufacturer Finance,True,False,Campaign
501148,2025-10-02,200173,1026,303479,C. White,19699.44,2269.27,Manufacturer Finance,True,True,Call Centre
501149,2024-09-22,204990,1019,303638,P. Clark,36023.11,2956.88,Cash,False,False,Website
501150,2025-04-25,205815,1004,305652,S. Kumar,53511.2,6292.67,Bank Loan,False,True,Marketplace
501151,2025-07-23,200423,1039,304714,K. Johnson,33209.59,2595.27,Bank Loan,False,False,Walk-in
501152,2026-02-26,204013,1003,306123,N. Lee,54009.54,1447.3,Manufacturer Finance,False,False,Referral
501153,2025-06-13,200882,1014,301221,L. Taylor,33990.23,1305.18,Manufacturer Finance,False,False,Walk-in
501154,2024-04-07,202115,1007,301556,M. Wilson,59618.44,1185.26,Bank Loan,False,False,Call Centre
501155,2025-01-17,205723,1028,303151,H. Martin,48460.37,4256.46,Lease,True,True,Referral
501156,2025-06-16,201979,1008,302265,K. Johnson,40896.43,1576.65,Cash,False,False,Referral
501157,2025-12-26,203177,1003,303665,L. Taylor,46270.47,4260.19,Lease,True,True,Website
501158,2024-09-04,201346,1038,303969,R. Singh,34428.56,2452.52,Manufacturer Finance,True,False,Call Centre
501159,2024-09-19,200103,1039,302639,D. Patel,51345.73,154.31,Lease,False,False,Website
501160,2024-05-06,201952,1040,302564,K. Johnson,36871.36,777.99,Lease,False,False,Walk-in
501161,2025-10-28,201722,1040,304174,R. Singh,21769.94,518.57,Bank Loan,False,False,Campaign
501162,2025-02-09,202003,1046,304517,N. Lee,39128.04,342.55,Manufacturer Finance,True,True,Walk-in
501163,2024-02-07,205929,1025,304741,J. Smith,43538.07,2283.0,Manufacturer Finance,False,False,Call Centre
501164,2024-09-16,201570,1009,306316,N. Lee,32198.11,4257.64,Bank Loan,True,False,Website
501165,2024-07-06,202663,1011,305329,P. Clark,28500.84,1241.37,Lease,True,False,Call Centre
501166,2025-08-22,202742,1023,306868,P. Clark,42059.15,921.79,Lease,True,False,Campaign
501167,2025-10-29,204784,1017,302117,A. Brown,62882.93,1169.31,Lease,True,True,Website
501168,2025-01-09,200136,1032,302433,H. Martin,25618.39,2913.39,Manufacturer Finance,True,True,Walk-in
501169,2024-11-17,202799,1005,306359,L. Taylor,42994.8,370.78,Manufacturer Finance,True,True,Website
501170,2025-03-09,204630,1019,306567,P. Clark,45614.8,4233.38,Manufacturer Finance,True,True,Walk-in
501171,2025-05-27,204317,1010,306474,K. Johnson,23936.74,2594.13,Bank Loan,False,False,Walk-in
501172,2024-09-05,205511,1037,303490,P. Clark,37442.78,1746.94,Manufacturer Finance,False,True,Referral
501173,2024-11-02,202964,1007,305273,D. Patel,60474.34,1422.4,Bank Loan,False,False,Walk-in
501174,2024-02-15,204049,1045,304199,A. Brown,42412.4,3137.96,Lease,True,False,Website
501175,2025-10-10,203247,1035,302719,H. Martin,39116.67,5035.5,Lease,False,False,Call Centre
501176,2025-04-14,200808,1016,301725,J. Smith,44871.66,32.31,Manufacturer Finance,False,True,Website
501177,2025-01-24,204073,1019,306814,D. Patel,65919.2,5651.24,Lease,True,False,Campaign
501178,2024-07-18,200880,1036,304590,N. Lee,60145.1,5048.05,Lease,False,True,Call Centre
501179,2025-03-13,204591,1019,301035,H. Martin,58050.01,3118.58,Lease,False,False,Campaign
501180,2025-01-13,201612,1017,306829,P. Clark,44861.83,2587.87,Manufacturer Finance,True,False,Walk-in
501181,2025-04-08,204881,1001,306928,H. Martin,38297.45,3691.1,Manufacturer Finance,False,False,Walk-in
501182,2025-11-11,202351,1036,303237,J. Smith,20101.6,1757.21,Manufacturer Finance,True,True,Website
501183,2025-01-10,200800,1041,301552,R. Singh,54639.87,6150.79,Bank Loan,True,True,Call Centre
501184,2025-07-30,200355,1029,304373,J. Smith,40997.38,138.39,Cash,False,False,Marketplace
501185,2025-02-12,206320,1004,301919,R. Singh,25491.38,2687.87,Bank Loan,True,True,Walk-in
501186,2024-01-09,201074,1011,300373,N. Lee,22675.11,973.16,Bank Loan,False,True,Campaign
501187,2024-02-08,203941,1025,305596,A. Brown,20332.41,1890.58,Lease,True,False,Website
501188,2024-10-14,200145,1018,306775,C. White,22624.65,2027.59,Manufacturer Finance,False,True,Call Centre
501189,2026-01-13,200381,1022,303073,S. Kumar,44077.02,2848.11,Cash,False,False,Referral
501190,2024-07-04,202878,1031,306010,H. Martin,25227.0,226.07,Bank Loan,True,False,Marketplace
501191,2024-01-14,205107,1009,303432,P. Clark,20851.41,2200.0,Bank Loan,True,False,Website
501192,2024-11-08,200122,1035,306393,A. Brown,44909.31,1205.48,Bank Loan,False,False,Call Centre
501193,2025-08-25,201194,1029,306415,M. Wilson,36097.19,4592.47,Lease,False,False,Walk-in
501194,2024-03-11,200419,1010,302274,P. Clark,16849.69,915.81,Bank Loan,True,False,Walk-in
501195,2024-04-08,204513,1030,305063,M. Wilson,37179.95,2557.27,Lease,True,False,Walk-in
501196,2024-03-16,205109,1045,304073,L. Taylor,47615.23,2793.24,Bank Loan,False,False,Walk-in
501197,2024-05-10,201906,1043,301100,P. Clark,18739.36,1589.21,Bank Loan,False,False,Call Centre
501198,2025-10-09,204942,1029,304522,J. Smith,48184.22,1735.48,Lease,True,True,Walk-in
501199,2024-09-10,204680,1036,302258,J. Smith,31056.79,1882.68,Lease,True,False,Walk-in
501200,2025-09-10,200556,1007,303374,N. Lee,37528.55,3428.36,Bank Loan,True,True,Call Centre
501201,2025-10-24,201613,1003,301320,L. Taylor,43445.2,1510.63,Bank Loan,False,False,Campaign
501202,2024-08-10,201927,1024,302346,K. Johnson,27409.54,977.88,Cash,True,False,Walk-in
501203,2025-12-12,204652,1029,306372,R. Singh,41717.38,1573.75,Manufacturer Finance,True,True,Website
501204,2025-08-06,203956,1006,300895,N. Lee,39729.28,4653.36,Lease,True,False,Campaign
501205,2025-12-26,206089,1030,300190,C. White,26730.91,3163.35,Lease,False,True,Walk-in
501206,2025-12-28,204396,1020,304444,J. Smith,27629.41,2520.38,Bank Loan,False,True,Campaign
501207,2025-07-18,205930,1025,305993,K. Johnson,34905.43,4302.88,Bank Loan,True,False,Website
501208,2025-12-10,204706,1023,303766,M. Wilson,24864.22,491.96,Lease,False,False,Walk-in
501209,2026-01-14,206308,1039,306678,N. Lee,17236.56,594.67,Bank Loan,False,False,Walk-in
501210,2025-02-12,201415,1034,306242,H. Martin,17877.82,84.11,Bank Loan,False,False,Website
501211,2024-06-23,203542,1026,304875,L. Taylor,28805.13,1295.01,Bank Loan,True,True,Referral
501212,2025-01-29,204636,1028,304790,N. Lee,22637.57,2562.24,Bank Loan,False,False,Website
501213,2024-03-17,202679,1013,305683,R. Singh,46529.44,4081.63,Lease,False,False,Marketplace
501214,2025-07-18,202433,1012,301213,A. Brown,17446.03,564.18,Manufacturer Finance,True,True,Call Centre
501215,2025-06-07,206163,1027,300848,H. Martin,21183.72,300.1,Bank Loan,False,False,Website
501216,2025-11-28,203555,1010,303638,J. Smith,56257.13,6890.2,Bank Loan,False,True,Campaign
501217,2025-08-11,202958,1035,301712,N. Lee,36962.01,972.85,Manufacturer Finance,True,False,Call Centre
501218,2024-08-06,203808,1025,303839,N. Lee,29679.71,151.01,Bank Loan,False,False,Referral
501219,2025-06-25,205290,1044,305571,K. Johnson,33025.27,2287.49,Lease,False,True,Walk-in
501220,2024-02-01,205720,1001,301065,M. Wilson,40857.93,5360.8,Manufacturer Finance,True,True,Walk-in
501221,2025-09-07,200415,1018,305546,H. Martin,69688.52,447.56,Manufacturer Finance,True,True,Marketplace
501222,2025-01-19,203616,1018,305121,C. White,57715.75,4850.85,Manufacturer Finance,False,False,Walk-in
501223,2024-08-20,200655,1023,301572,K. Johnson,42935.66,5284.68,Bank Loan,True,True,Marketplace
501224,2025-11-03,204105,1041,304290,R. Singh,36843.44,1215.29,Bank Loan,True,False,Campaign
501225,2025-02-03,202922,1017,303353,N. Lee,67533.58,7974.25,Bank Loan,True,False,Website
501226,2025-01-12,202993,1028,302605,C. White,33945.53,943.09,Manufacturer Finance,True,False,Call Centre
501227,2025-12-25,205077,1024,302007,S. Kumar,64067.79,793.57,Lease,True,False,Campaign
501228,2024-04-03,204650,1025,300938,C. White,39663.32,4661.41,Bank Loan,False,False,Marketplace
501229,2024-08-01,200590,1035,304282,A. Brown,55861.47,4386.97,Lease,True,False,Referral
501230,2024-10-31,204052,1033,303763,N. Lee,52728.79,3378.35,Bank Loan,True,True,Campaign
501231,2025-09-15,205090,1043,300555,R. Singh,58817.8,3502.43,Lease,True,False,Campaign
