VehicleID,VIN,Make,Model,Segment,Year,Trim,Color,FuelType,PurchaseCost,MSRP,Status,DealershipID,DaysOnLot
200932,ED1S55UWGWX48VR37,Fabrikam Auto,Pulse EV,EV,2026,Premium,Black,Electric,30340.06,35248.3,In Stock,1022,60
200933,0VGZPHC7VBG6GP71B,Contoso Motors,Ridge,SUV,2022,Base,Silver,Petrol,26649.99,33231.58,Sold,1007,65
200934,SGPYAHRWTZ3P44B39,Northwind,Cruze,Sedan,2026,Sport,Silver,Petrol,16745.64,20488.5,In Stock,1022,47
200935,5NWB6YY9RKSGBGLFU,Contoso Motors,Voltis X,EV,2026,Sport,Red,Electric,51771.59,62267.45,In Stock,1018,13
200936,FV8PMRM57FGUF3AAL,Fabrikam Auto,Atlas,SUV,2025,Base,White,Petrol,27434.46,35114.35,Demo,1024,35
200937,5HHJSCZZRS7A5ESX1,Contoso Motors,Aster X,SUV,2023,Sport,White,Petrol,40302.14,51390.54,Demo,1010,29
200938,BKNB8FHW23FAJ73BU,Northwind,Summit,SUV,2024,Sport,Grey,Petrol,31026.8,37865.67,Sold,1041,47
200939,W192C08YEBNR5P4YV,Contoso Motors,Nova,Sedan,2026,Base,Green,Petrol,20362.94,23457.3,Demo,1034,16
200940,XT4PX47GJNYH5R3SE,Contoso Motors,Aster X,SUV,2023,Touring,Grey,Petrol,30954.12,39086.11,Sold,1029,17
200941,FW3WZN2KJT18TXR2C,Fabrikam Auto,Cargo,Truck,2025,Base,White,Diesel,34397.63,40303.82,Demo,1021,15
200942,C9DSTHMZP7XZ66RB4,Contoso Motors,Luma,Hatch,2024,Base,White,Petrol,22273.08,26763.67,Sold,1018,52
200943,XHED9XZFL62TFETNJ,Contoso Motors,Voltis,EV,2025,Base,Green,Electric,44062.2,54099.52,Demo,1020,46
200944,FA5EDFZZJ6N861AUG,Northwind,Cruze,Sedan,2024,Limited,Blue,Petrol,26104.81,30726.52,In Stock,1016,71
200945,R6ATUTWLJAF5XNTMX,Contoso Motors,Voltis,EV,2026,Premium,Silver,Electric,33042.88,37888.64,In Stock,1034,36
200946,ZTX6PXG8WLHG7S3FM,Fabrikam Auto,Atlas,SUV,2025,Sport,Green,Petrol,47829.89,59935.9,In Transit,1010,33
200947,CPUEWAN0FWDL57PBW,Fabrikam Auto,Pulse EV,EV,2023,Base,Blue,Electric,30376.85,34320.13,In Transit,1011,14
200948,HJZ3YFXK2FRCYXAZM,Contoso Motors,Voltis X,EV,2026,Limited,Blue,Electric,53351.37,66569.78,In Transit,1023,40
200949,DY2BJU50F4C5D42NK,Northwind,Cruze,Sedan,2026,Sport,Grey,Petrol,35100.77,40791.96,In Stock,1030,58
200950,FRPTP6DWUJUN914ZB,Contoso Motors,Aster X,SUV,2026,Premium,Red,Petrol,24519.52,29719.49,Demo,1008,15
200951,77TYS4U28YK512DRE,Contoso Motors,Terra,Truck,2024,Sport,Red,Diesel,28891.99,35845.73,Demo,1043,8
200952,X0RECGLCKXU3D177V,Fabrikam Auto,Atlas,SUV,2023,Sport,Black,Petrol,29037.68,37390.9,Sold,1017,0
200953,5R4PX9KZDF0DVB5PA,Fabrikam Auto,Pulse,Sedan,2023,Base,Blue,Petrol,28930.43,36232.07,Demo,1025,26
200954,A71UGP5AXLFJUH07V,Northwind,Cruze,Sedan,2026,Base,Black,Petrol,17841.87,21692.59,Sold,1023,46
200955,3F22CRUR4175FV66T,Contoso Motors,Luma,Hatch,2024,Touring,Green,Petrol,14884.95,17378.41,In Stock,1041,3
200956,3P1TX68712FSJV8D9,Northwind,Eon,EV,2025,Sport,White,Electric,33191.47,38316.2,Sold,1040,70
200957,TF60FZ51H6SW5UL71,Contoso Motors,Ridge,SUV,2022,Sport,Grey,Petrol,24064.03,29271.94,In Stock,1010,40
200958,TDB104FX7U53JCEX8,Fabrikam Auto,Pulse,Sedan,2025,Touring,Blue,Petrol,28128.76,35731.45,Sold,1014,72
200959,ZMWWUJZMT1A010NZ4,Northwind,Breeze,Hatch,2026,Touring,Red,Petrol,13006.22,15316.26,Sold,1030,62
200960,F5VDLGXW6FLWZXARK,Fabrikam Auto,Cargo,Truck,2026,Touring,Green,Diesel,51831.41,61374.98,In Transit,1036,52
200961,XRXEXP9L2VPAA2SZT,Northwind,Cruze,Sedan,2025,Limited,Green,Petrol,26557.98,34419.5,Demo,1011,11
200962,XVPCT334DSKS8MPW3,Fabrikam Auto,Cargo,Truck,2025,Premium,Grey,Diesel,43685.8,49705.58,Demo,1030,80
200963,2UJL3FY35LF49FESP,Contoso Motors,Aster X,SUV,2024,Touring,Silver,Petrol,40161.15,49430.32,Sold,1013,5
200964,6AUJ4MDHVUV53LL3V,Fabrikam Auto,Atlas,SUV,2026,Limited,Red,Petrol,43053.74,52184.85,In Stock,1019,22
200965,59VP5A7RNAABMNZD6,Contoso Motors,Nova,Sedan,2022,Premium,Green,Petrol,30506.06,36268.39,In Stock,1022,65
200966,78NDJV49Y6KRB277Y,Contoso Motors,Voltis X,EV,2023,Sport,Black,Electric,36140.73,46216.85,Sold,1013,100
200967,53BXGNZBJK8JW7NKM,Northwind,Eon,EV,2026,Sport,Blue,Electric,34706.67,44546.21,Sold,1003,49
200968,4NKBE2D7XRSLRF7FX,Contoso Motors,Terra,Truck,2024,Limited,Blue,Diesel,38253.46,46348.26,Demo,1033,62
200969,7YK3JL6LK2NHRF43U,Northwind,Summit,SUV,2026,Sport,White,Petrol,35436.02,44097.8,In Stock,1030,32
200970,48K1HF46B1PY87C0S,Contoso Motors,Voltis X,EV,2025,Base,Blue,Electric,29195.06,34870.63,Reserved,1044,94
200971,F2UVJMLZVFWLZM0LP,Fabrikam Auto,Pulse EV,EV,2026,Touring,Blue,Electric,50682.39,57118.36,Sold,1002,19
200972,XRB7UYMWJRJHNH2K5,Contoso Motors,Voltis X,EV,2025,Touring,Silver,Electric,53892.8,60750.69,In Stock,1008,75
200973,3SMK3VGK6GMTUHEHC,Contoso Motors,Voltis,EV,2026,Base,Green,Electric,34639.15,40291.94,In Stock,1038,36
200974,4UWG7TT63VMFUGKVG,Fabrikam Auto,Pulse,Sedan,2025,Sport,White,Petrol,36984.84,42996.42,Reserved,1027,63
200975,EZP4HLH32BT5MZGKN,Contoso Motors,Aster X,SUV,2025,Premium,White,Petrol,34299.61,40552.41,In Stock,1037,13
200976,17WP79H3EWJN3J6BW,Contoso Motors,Aster X,SUV,2023,Touring,Blue,Petrol,41498.5,51775.31,In Stock,1021,62
200977,BWMHA64ZMDCWYKKYN,Northwind,Breeze,Hatch,2023,Base,Black,Petrol,24262.46,28170.41,In Transit,1036,37
200978,74XSNF7N2TXV1EUDW,Contoso Motors,Voltis,EV,2026,Limited,Green,Electric,38956.47,44698.7,In Stock,1041,104
200979,RW1X6444KUY6RCALW,Fabrikam Auto,Pulse EV,EV,2025,Sport,Black,Electric,40838.87,51885.84,Demo,1018,57
200980,333GT5UNUC0YGT15D,Fabrikam Auto,Atlas,SUV,2022,Premium,Silver,Petrol,52194.9,59194.18,In Transit,1035,3
200981,X94C8MA41X780XFDS,Contoso Motors,Aster X,SUV,2024,Limited,White,Petrol,37576.31,48025.73,In Stock,1005,0
200982,E57WH3C4LT11S12ZG,Fabrikam Auto,Pulse,Sedan,2026,Premium,Silver,Petrol,27564.0,33629.85,Demo,1026,35
200983,1EHWA8U59LYLE0BBU,Northwind,Eon,EV,2025,Base,Grey,Electric,47835.32,60278.86,Sold,1024,14
200984,EKCEHSP673UG1ERHM,Contoso Motors,Aster X,SUV,2026,Limited,Grey,Petrol,38713.18,43452.2,Sold,1023,2
200985,GHX0XU994RN8RJY54,Contoso Motors,Terra,Truck,2025,Limited,White,Diesel,31555.35,38602.15,Demo,1032,37
200986,VM3DNJ8XY47SFAFW9,Contoso Motors,Ridge,SUV,2024,Limited,Blue,Petrol,36690.1,43058.85,In Stock,1019,42
200987,MJFC3J3ZC6XZ8L6M5,Fabrikam Auto,Roamer,SUV,2025,Touring,Black,Petrol,31762.99,36065.06,Demo,1009,23
200988,J98BZVE9AEPP7TDXZ,Contoso Motors,Voltis,EV,2025,Touring,Green,Electric,52627.69,59356.61,In Stock,1038,51
200989,1HLGAP3PPZ5YX87VF,Northwind,Eon,EV,2024,Base,Red,Electric,57546.6,74770.84,In Stock,1020,94
200990,T251M5H4L1R4EJGYR,Fabrikam Auto,Cargo,Truck,2026,Premium,Red,Diesel,50394.82,58365.67,Reserved,1003,37
200991,N4J04G8W26TGSYMT1,Contoso Motors,Aster X,SUV,2025,Base,Green,Petrol,51385.14,64991.28,In Stock,1009,25
200992,2R4D0WXD8G458GEEJ,Fabrikam Auto,Pulse EV,EV,2025,Touring,Silver,Electric,51076.62,62574.31,Sold,1026,50
200993,C45HCBYREJKA0TW0D,Contoso Motors,Luma,Hatch,2024,Base,Silver,Petrol,17061.76,22011.75,Demo,1007,74
200994,N24YBSXDXE1USW1S1,Fabrikam Auto,Pulse EV,EV,2022,Sport,Silver,Electric,55113.02,63685.34,Sold,1031,106
200995,GFCTKEKJ6YHPD4BGN,Contoso Motors,Voltis,EV,2026,Limited,Blue,Electric,31369.04,39507.46,Demo,1034,65
200996,NBAVRYB72BM3N30CM,Contoso Motors,Terra,Truck,2025,Base,Grey,Diesel,46699.9,58776.27,In Stock,1033,62
200997,BMSLBTE8VA3HSG2YF,Contoso Motors,Terra,Truck,2026,Limited,Red,Diesel,45534.33,55166.43,In Transit,1015,67
200998,UNBT6YTGA4L72139D,Contoso Motors,Aster X,SUV,2026,Base,White,Petrol,37985.78,45542.35,In Stock,1032,19
200999,9C4SLP9EHK57EMDPE,Northwind,Cruze,Sedan,2025,Limited,Green,Petrol,22599.84,26295.31,In Transit,1013,69
201000,JC87YAJ1R46NAZPXL,Contoso Motors,Luma,Hatch,2023,Sport,Red,Petrol,25118.27,31083.06,In Stock,1018,28
201001,PYWKV9ZJMZWMNEDZL,Fabrikam Auto,Pulse EV,EV,2024,Sport,Blue,Electric,39745.12,50095.35,Sold,1029,0
201002,R690136JV36TPHNBA,Contoso Motors,Aster X,SUV,2023,Sport,Green,Petrol,29956.38,38482.41,Sold,1027,0
201003,SA1RY99DBK4ERBP12,Fabrikam Auto,Cargo,Truck,2023,Premium,Silver,Diesel,53483.11,65116.59,In Stock,1041,0
201004,8X429KJRR8TDVULRE,Fabrikam Auto,Pulse EV,EV,2025,Touring,Red,Electric,53819.63,61079.52,In Stock,1041,35
201005,9G0Z15ML52AAVN319,Fabrikam Auto,Pulse,Sedan,2025,Sport,Black,Petrol,35425.63,42357.01,Sold,1039,28
201006,DAUV29ED3A85N1X4E,Fabrikam Auto,Roamer,SUV,2023,Sport,Red,Petrol,41662.31,50904.45,Demo,1017,23
201007,1WU201XNU1K9885VS,Northwind,Eon,EV,2026,Sport,Blue,Electric,34760.2,39754.61,Demo,1045,57
201008,BAW4WKHR60JR7UCDW,Fabrikam Auto,Atlas,SUV,2025,Touring,White,Petrol,32856.1,40120.1,Sold,1033,31
201009,T28L9GJ4AMLHPAL8X,Contoso Motors,Voltis X,EV,2025,Premium,Silver,Electric,37597.87,45313.64,Sold,1003,54
201010,6KPR0DVJYAE27ZFEH,Northwind,Summit,SUV,2026,Premium,Red,Petrol,22336.34,27428.57,In Stock,1024,25
201011,KA8NBM6TZ6S3M9PF7,Contoso Motors,Nova,Sedan,2025,Limited,Green,Petrol,38064.98,43748.94,Demo,1004,36
201012,ACX9VE0DDPCFXLVK5,Northwind,Summit,SUV,2024,Touring,Black,Petrol,39716.69,44843.77,In Transit,1026,51
201013,CWHJPBEHECC66G6V9,Contoso Motors,Terra,Truck,2024,Base,Black,Diesel,31826.39,39483.55,In Stock,1013,34
201014,CA680A1RL8219JNB5,Contoso Motors,Terra,Truck,2025,Base,Silver,Diesel,40708.23,52156.03,In Stock,1036,46
201015,PHXN8DCHN0398L4JM,Contoso Motors,Luma,Hatch,2022,Sport,Blue,Petrol,13866.69,17177.73,In Stock,1021,56
201016,9UFLDZ4ZGRANP3772,Fabrikam Auto,Roamer,SUV,2022,Base,Blue,Petrol,26208.37,32290.26,Sold,1041,77
201017,98XR95R5JXS4YWYMB,Fabrikam Auto,Pulse EV,EV,2024,Sport,Silver,Electric,56040.38,71263.39,Demo,1005,23
201018,TSKEH53LLP1NFDC3R,Fabrikam Auto,Pulse,Sedan,2025,Limited,Silver,Petrol,38915.62,48160.95,In Stock,1043,43
201019,1FJ2APZ3YCEZX2VCE,Fabrikam Auto,Atlas,SUV,2023,Limited,Grey,Petrol,35714.38,41766.07,Sold,1017,38
201020,ZHHZ3T530UK3U9P5A,Fabrikam Auto,Pulse EV,EV,2025,Base,Green,Electric,39528.38,45349.42,Sold,1042,36
201021,FF5LYK3G5DPL1UA8T,Contoso Motors,Aster X,SUV,2024,Base,Black,Petrol,23778.1,30865.95,Sold,1016,57
201022,BBF9GWVWW8C3BAK73,Contoso Motors,Aster X,SUV,2025,Limited,Blue,Petrol,37421.28,46646.22,In Transit,1030,40
201023,Z1WSYP2DXN728ZX1B,Fabrikam Auto,Pulse EV,EV,2025,Base,Green,Electric,34506.82,39255.45,In Stock,1031,0
201024,Y4X4LNADGRHU0A7VZ,Contoso Motors,Voltis,EV,2022,Base,Red,Electric,35479.44,43915.12,In Stock,1031,48
201025,AES20S8DAZDX9F6Z6,Fabrikam Auto,Roamer,SUV,2026,Limited,Grey,Petrol,33073.55,39571.48,In Stock,1011,1
201026,S2UT4B5VD6GKA0V2S,Fabrikam Auto,Cargo,Truck,2026,Touring,Silver,Diesel,36660.38,41338.1,In Stock,1004,0
201027,YZK3E58F4NB9W2V4J,Northwind,Breeze,Hatch,2023,Base,White,Petrol,21539.88,24807.37,In Stock,1026,51
201028,3ZMRZJ57N15EL1464,Fabrikam Auto,Roamer,SUV,2025,Base,Blue,Petrol,49466.89,59678.06,In Stock,1038,59
201029,SAGB83UJ2KG1DUHEU,Northwind,Eon,EV,2025,Base,Black,Electric,30556.39,38040.66,Sold,1042,47
201030,HA71W33LHENCSN3VN,Contoso Motors,Voltis,EV,2023,Limited,Black,Electric,43305.88,51642.32,Sold,1019,20
201031,3H5XLLCAAD27P2FT3,Fabrikam Auto,Atlas,SUV,2025,Touring,Grey,Petrol,47116.58,59905.96,Sold,1002,25
201032,SVL25E266LDHNVTMJ,Northwind,Eon,EV,2024,Base,Silver,Electric,40175.96,49696.68,Sold,1046,35
201033,ZWF1AKK24NK2SBCDS,Contoso Motors,Terra,Truck,2023,Base,Green,Diesel,30854.94,39528.45,Sold,1006,65
201034,ENJYUYHYCDL9U26KC,Contoso Motors,Aster,Sedan,2025,Limited,Blue,Petrol,28833.98,35330.68,Sold,1036,5
201035,LSFBVL2PU96GUKBPJ,Contoso Motors,Voltis,EV,2023,Limited,Green,Electric,30067.09,36022.78,In Stock,1045,40
201036,6ZE8508GV7SZME6RT,Fabrikam Auto,Pulse,Sedan,2024,Touring,Grey,Petrol,20523.39,23303.57,Sold,1010,74
201037,PZAJ7UNZFZ22JMAU4,Contoso Motors,Nova,Sedan,2024,Limited,Black,Petrol,32664.8,37457.61,Sold,1004,50
201038,W18L5RJAGYLR1T6TM,Contoso Motors,Luma,Hatch,2024,Touring,White,Petrol,18416.19,23336.29,Demo,1001,58
201039,5W5H2J4S51E1F0FYS,Contoso Motors,Voltis,EV,2024,Sport,Blue,Electric,35815.15,40934.33,In Stock,1026,51
201040,SN6RDTPBKXUDJVWHN,Contoso Motors,Aster X,SUV,2025,Base,Green,Petrol,39883.53,46507.54,In Transit,1021,19
201041,AW3G61993A96GPTCP,Contoso Motors,Aster X,SUV,2026,Touring,Red,Petrol,36643.72,45506.22,Demo,1011,7
201042,S6AH9PG6BMABWGPSJ,Contoso Motors,Aster,Sedan,2025,Base,Blue,Petrol,25301.07,32498.89,Demo,1014,29
201043,HD3FKR97AHV11LC6X,Fabrikam Auto,Atlas,SUV,2026,Touring,Red,Petrol,48969.28,62188.1,In Stock,1039,42
201044,W1HSF2F5FV4HYK23B,Contoso Motors,Voltis X,EV,2025,Base,Grey,Electric,47542.65,53357.01,In Stock,1031,69
201045,PLF5VL9WJ1WA0TVKA,Contoso Motors,Terra,Truck,2022,Touring,Blue,Diesel,50446.64,57236.29,Reserved,1045,22
201046,P5FVY7V4FBGCN4K3X,Northwind,Eon,EV,2025,Premium,Green,Electric,51778.13,59010.71,Sold,1022,86
201047,VBH6MGGAFMB363M9D,Contoso Motors,Voltis,EV,2024,Premium,Red,Electric,33792.86,41519.44,Demo,1033,58
201048,L06HPTVVZGG2GF5PF,Fabrikam Auto,Pulse EV,EV,2026,Premium,Silver,Electric,31142.69,35607.34,In Stock,1034,14
201049,3AV19HE8JJFWRMWL5,Fabrikam Auto,Roamer,SUV,2024,Sport,Black,Petrol,50586.46,61769.41,In Transit,1008,48
201050,E8PCSWKCAG2JDGRX3,Northwind,Cruze,Sedan,2024,Base,Black,Petrol,22002.08,27759.05,In Stock,1003,19
201051,PCHSHP85KLZT7JD60,Fabrikam Auto,Cargo,Truck,2025,Sport,White,Diesel,58577.11,75423.67,In Transit,1003,60
201052,3HAWY66LECFDMHLAD,Contoso Motors,Terra,Truck,2024,Base,Blue,Diesel,38568.79,49000.43,Sold,1022,30
201053,WDH4UR7SES9N15FDU,Northwind,Cruze,Sedan,2025,Sport,Black,Petrol,36165.69,42790.36,In Transit,1042,59
201054,73W18KUTRX4GGHFWV,Fabrikam Auto,Atlas,SUV,2024,Premium,Grey,Petrol,46147.73,59670.87,In Transit,1017,32
201055,58FSUKRBUY2MUG1F2,Contoso Motors,Voltis X,EV,2026,Base,Silver,Electric,48647.04,62765.44,Sold,1026,44
201056,PF1JSY2M75YLN2NVF,Contoso Motors,Terra,Truck,2025,Touring,White,Diesel,44081.63,51220.56,In Transit,1026,70
201057,DG1YXF6KFPWJFA5FF,Contoso Motors,Voltis X,EV,2025,Base,Green,Electric,37931.46,44481.5,In Stock,1012,28
201058,VFAA0PFZBPA764BWR,Fabrikam Auto,Atlas,SUV,2023,Base,Silver,Petrol,52805.8,65057.64,In Transit,1033,61
201059,4YAHC1CHNGXEKSCWN,Contoso Motors,Luma,Hatch,2023,Base,Blue,Petrol,20301.27,25347.96,Sold,1016,22
201060,87ETBPP714B95NHU7,Fabrikam Auto,Pulse,Sedan,2025,Base,Blue,Petrol,34017.78,41095.57,Reserved,1045,76
201061,LSGPRREHD962DY3J0,Fabrikam Auto,Pulse,Sedan,2025,Base,Red,Petrol,17750.78,20494.39,In Transit,1005,65
201062,70NK3D1SSYNM861PZ,Contoso Motors,Terra,Truck,2025,Premium,White,Diesel,56660.42,66725.16,In Stock,1039,11
201063,F9463S5DVAC4XVF0B,Fabrikam Auto,Atlas,SUV,2024,Limited,Silver,Petrol,28527.63,33559.13,Demo,1025,27
201064,HL2CTHM23TNJV9F52,Fabrikam Auto,Pulse EV,EV,2022,Premium,Red,Electric,55370.71,71599.51,Demo,1013,41
201065,4EVBZFU1JY9AMTM6S,Fabrikam Auto,Atlas,SUV,2023,Sport,Blue,Petrol,44252.43,53652.45,In Stock,1044,18
201066,NKLWA3WHUJRL4X1KS,Fabrikam Auto,Atlas,SUV,2022,Sport,Black,Petrol,38896.09,49769.35,Sold,1005,36
201067,SPNURY55JPSZNHV38,Contoso Motors,Voltis,EV,2024,Premium,White,Electric,46209.03,52222.67,Sold,1010,24
201068,KZU31V7ESZWD2LBR4,Contoso Motors,Aster X,SUV,2023,Premium,Grey,Petrol,44203.9,53602.66,Sold,1036,0
201069,KHP6B6HJJRTGPYYAP,Fabrikam Auto,Cargo,Truck,2026,Touring,Black,Diesel,25897.83,33156.59,In Transit,1043,62
201070,GGP57Y2X2RYRH2Z3B,Fabrikam Auto,Pulse,Sedan,2025,Limited,White,Petrol,28127.31,34754.39,In Transit,1007,62
201071,PL3ZZ5TSP1L9LAZKE,Northwind,Eon,EV,2024,Sport,Red,Electric,36933.93,45828.35,Sold,1019,60
201072,J5P0C5ZRPG42PF7Z6,Contoso Motors,Aster X,SUV,2026,Touring,Black,Petrol,40012.47,51172.37,Demo,1043,51
201073,WF44C937TVPL6G3SS,Fabrikam Auto,Roamer,SUV,2026,Sport,Green,Petrol,38745.57,45428.63,In Stock,1001,43
201074,4LJPKA0WZY9C28K9W,Fabrikam Auto,Pulse,Sedan,2025,Limited,Blue,Petrol,18252.62,22966.47,In Stock,1011,60
201075,MV9R9WCMUGN9U8JVT,Fabrikam Auto,Pulse,Sedan,2025,Base,Silver,Petrol,30510.87,38227.17,In Stock,1031,58
201076,BE5Z1SUPT7NNYYZMY,Fabrikam Auto,Atlas,SUV,2024,Sport,Green,Petrol,44216.72,52260.46,Sold,1020,45
201077,YJ27Y6YDA82DBWFXB,Contoso Motors,Aster,Sedan,2022,Base,Blue,Petrol,30275.88,37695.56,In Stock,1039,80
201078,TUU68CFEF8VY244L8,Fabrikam Auto,Pulse,Sedan,2026,Sport,Black,Petrol,16701.07,19807.73,Sold,1046,50
201079,UY88GYXCPA7Z06ND3,Contoso Motors,Aster,Sedan,2026,Touring,White,Petrol,21591.06,27766.44,Sold,1045,38
201080,ABEAXSX39PZ6KH3NY,Contoso Motors,Terra,Truck,2023,Touring,White,Diesel,44932.74,57832.95,In Stock,1038,26
201081,Z56CA137EF5HWW7FH,Contoso Motors,Voltis,EV,2026,Premium,Red,Electric,43761.77,53168.02,Demo,1004,2
201082,G7VP30JN2A7KNE2ZB,Northwind,Summit,SUV,2025,Sport,Black,Petrol,38539.37,48207.2,In Stock,1008,13
201083,2J10332KAJP046VD5,Fabrikam Auto,Atlas,SUV,2023,Sport,Grey,Petrol,45739.28,53708.05,In Stock,1032,27
201084,UK0P98HBPS29PWEWV,Contoso Motors,Nova,Sedan,2026,Touring,White,Petrol,19153.36,22988.63,In Stock,1036,40
201085,18GUG8VENP88VPGMX,Contoso Motors,Nova,Sedan,2024,Sport,White,Petrol,35118.15,40988.72,Demo,1018,53
201086,W8VH115PT0RG7RKJU,Contoso Motors,Luma,Hatch,2024,Limited,Grey,Petrol,21976.39,27222.07,Sold,1017,11
201087,363DGUG2C9PA6KB90,Fabrikam Auto,Pulse,Sedan,2026,Limited,Green,Petrol,32533.3,38421.01,Demo,1029,53
201088,X1C31Y551VHDG3TFX,Contoso Motors,Terra,Truck,2026,Sport,Green,Diesel,47143.46,59161.64,Sold,1045,36
201089,BXRLZK1Z0KAX0EUH4,Fabrikam Auto,Cargo,Truck,2022,Touring,White,Diesel,55796.31,62622.53,In Stock,1040,68
201090,9R8D8VXE784U93Y5P,Fabrikam Auto,Pulse,Sedan,2025,Limited,Blue,Petrol,25937.09,30280.23,Reserved,1033,34
201091,SNXAXP7RLS2Y18K4L,Fabrikam Auto,Pulse EV,EV,2025,Base,Black,Electric,27381.68,35284.95,In Stock,1044,62
201092,DFHCGYLPATTYC9MHC,Fabrikam Auto,Atlas,SUV,2025,Touring,Silver,Petrol,32041.95,38085.75,Sold,1031,25
201093,Z41W0WUGSG135L4KX,Northwind,Cruze,Sedan,2024,Base,White,Petrol,16378.63,19001.77,Reserved,1018,44
201094,A1U52LC8A4PC1CSB7,Contoso Motors,Voltis,EV,2026,Touring,Blue,Electric,54755.75,66912.9,Demo,1032,2
201095,SHY5WCMGJWC3TMUC1,Fabrikam Auto,Cargo,Truck,2025,Premium,Black,Diesel,44574.28,56781.09,Demo,1012,59
201096,RJ3NNWDPY4AKW630L,Contoso Motors,Aster X,SUV,2024,Premium,Green,Petrol,35161.68,40686.16,Sold,1038,0
201097,KA2W3VF3AGN221BT7,Fabrikam Auto,Atlas,SUV,2024,Base,Red,Petrol,51311.89,65214.27,Reserved,1014,61
201098,91YUANF0C6KRW50MP,Contoso Motors,Terra,Truck,2025,Premium,Grey,Diesel,54517.5,63301.63,In Stock,1016,19
201099,WSJA6624TT8V9BF90,Northwind,Cruze,Sedan,2023,Base,White,Petrol,32474.76,37833.58,Sold,1040,47
201100,0Z6KHDZ73NDUVVM3H,Contoso Motors,Aster X,SUV,2025,Limited,Green,Petrol,50526.43,60312.9,In Stock,1031,15
201101,YB93ZFAH6ZS8MKS03,Contoso Motors,Aster X,SUV,2025,Base,Red,Petrol,31977.11,41415.67,Reserved,1010,76
201102,6C1K14V1WP339EPJ0,Fabrikam Auto,Cargo,Truck,2024,Sport,Grey,Diesel,46457.93,59318.77,Sold,1029,54
201103,HA1CUAN36A6UB7BHP,Contoso Motors,Terra,Truck,2025,Base,Silver,Diesel,26757.94,30229.21,In Stock,1011,111
201104,AB16CXJAUD5WW9B1Y,Fabrikam Auto,Pulse EV,EV,2025,Touring,Green,Electric,38965.85,50269.61,Reserved,1037,55
201105,AJFG81VZN5V48BXUB,Contoso Motors,Luma,Hatch,2025,Premium,White,Petrol,23092.76,27699.21,Demo,1035,39
201106,87YJKX8BKVWZ7HCVX,Contoso Motors,Nova,Sedan,2026,Premium,Green,Petrol,30704.05,35610.76,In Transit,1023,88
201107,NXUK4KL9FF3NEXB0N,Contoso Motors,Aster X,SUV,2026,Limited,Red,Petrol,25875.54,32688.37,In Stock,1023,56
201108,34LPRK5FP7AG3CTAN,Fabrikam Auto,Pulse EV,EV,2025,Touring,Black,Electric,47914.91,58917.38,Sold,1009,68
201109,RZXCTDPMRCEJCJLRJ,Contoso Motors,Ridge,SUV,2023,Base,Black,Petrol,35079.51,43379.7,Demo,1012,40
201110,1HZL77WLSV127YUR1,Contoso Motors,Terra,Truck,2025,Premium,Grey,Diesel,28881.85,35615.3,In Stock,1040,38
201111,HL6VGLXJZSVAZBGJ1,Northwind,Summit,SUV,2026,Touring,Red,Petrol,41172.51,48612.23,Sold,1006,34
201112,1UJAYVFWRHG3ZWS2E,Northwind,Eon,EV,2026,Touring,Green,Electric,28821.33,35201.97,In Stock,1041,21
201113,B57L2376SXWGFSH7F,Contoso Motors,Terra,Truck,2026,Premium,Silver,Diesel,58914.81,76503.28,Demo,1010,45
201114,EZADZAPG2FKE8TCWE,Contoso Motors,Voltis X,EV,2026,Sport,Black,Electric,43381.43,53813.91,Demo,1028,25
201115,45LJM6B7LVXCVHA0N,Contoso Motors,Aster,Sedan,2026,Touring,Silver,Petrol,30947.2,36116.13,Sold,1039,31
201116,ZG290EERSGC6T88PK,Contoso Motors,Voltis,EV,2022,Sport,White,Electric,40070.94,51335.6,In Stock,1027,44
201117,RGMH3MLX3EK1BS01E,Contoso Motors,Nova,Sedan,2022,Base,Green,Petrol,16764.6,21537.05,In Transit,1009,64
201118,Z5S2TRPN74RF4JP3Y,Contoso Motors,Nova,Sedan,2024,Premium,Black,Petrol,33570.43,38926.6,Sold,1020,67
201119,JPCVJWYGUHW2Z1404,Contoso Motors,Voltis X,EV,2026,Touring,Green,Electric,36361.65,45043.27,Sold,1031,23
201120,7TB163AK0YEP5KE19,Contoso Motors,Aster X,SUV,2023,Premium,Red,Petrol,30559.64,35379.31,In Stock,1004,19
201121,EFV063C5DXVMJACZR,Fabrikam Auto,Atlas,SUV,2025,Touring,Black,Petrol,31554.68,37302.74,Demo,1017,0
201122,390LTF6YM01ZCTTE8,Fabrikam Auto,Pulse EV,EV,2024,Sport,White,Electric,48331.74,54477.02,Sold,1014,66
201123,YYBY9KNB09G0VNL1V,Fabrikam Auto,Pulse EV,EV,2024,Touring,Red,Electric,47834.71,60224.06,In Transit,1002,65
201124,1LRRJ2N6U955RG3BU,Contoso Motors,Voltis,EV,2024,Touring,Black,Electric,37534.59,46019.21,In Stock,1041,18
201125,NEDL61ZPKT78L1MTD,Contoso Motors,Luma,Hatch,2026,Touring,Black,Petrol,15837.28,19232.77,In Stock,1006,3
201126,RABUM2PUEZMPMLF65,Fabrikam Auto,Pulse EV,EV,2026,Premium,Blue,Electric,53094.35,66893.4,Demo,1024,77
